date,INSTRUMENT_1,INSTRUMENT_2,INSTRUMENT_3,INSTRUMENT_4,INSTRUMENT_5,INSTRUMENT_6,INSTRUMENT_7,INSTRUMENT_8,INSTRUMENT_9,INSTRUMENT_10
2017-12-25,238.02,149.7,61.88,39.86,102.93,98.96,121.21,93.6,13775.57,717.62
2017-12-26,237.73,148.89,61.87,39.83,103.25,99.01,122.04,95.91,15779.82,752.77
2017-12-27,237.86,148.91,61.98,39.93,104.57,99.42,122.5,95.66,15550.27,742.67
2017-12-28,238.34,149.08,62.01,40.2,104.48,99.31,123.13,96.06,14266.97,710.53
2017-12-29,237.44,148.16,62.06,40.39,104.67,99.44,123.93,96.37,14468.34,736.45
2017-12-30,237.44,148.18,62.06,40.39,104.66,99.44,123.94,96.38,12515.43,683.0
2017-12-31,237.46,148.19,62.06,40.39,104.67,99.44,123.93,96.38,13799.05,736.18
2018-01-01,237.43,148.2,62.06,40.39,104.67,99.44,123.94,96.39,13467.34,757.14
2018-01-02,239.12,150.8,62.52,41.15,103.51,99.14,125.45,96.88,14772.91,857.68
2018-01-03,240.62,152.28,62.82,41.55,104.02,99.24,125.11,99.04,15020.26,936.54
2018-01-04,241.66,152.56,63.51,41.75,104.01,99.18,125.76,99.3,15163.57,942.34
2018-01-05,243.28,154.07,63.87,42.11,103.7,99.08,125.63,98.84,17074.02,961.49
2018-01-06,243.26,154.07,63.87,42.11,103.7,99.08,125.63,98.83,17182.23,1006.62
2018-01-07,243.26,154.08,63.87,42.12,103.71,99.08,125.63,98.83,16253.38,1125.84
2018-01-08,243.72,154.65,63.85,42.12,103.63,99.03,125.62,99.39,14999.09,1136.12
2018-01-09,244.23,154.69,63.91,42.05,102.27,98.6,125.05,100.92,14492.33,1294.54
2018-01-10,243.9,154.31,63.78,41.78,102.15,98.57,125.35,101.79,15002.91,1250.52
2018-01-11,245.66,155.39,64.22,42.04,102.57,98.64,125.76,101.94,13323.06,1142.37
2018-01-12,247.25,156.53,64.87,42.44,102.72,98.57,127.29,103.29,13823.7,1257.66
2018-01-13,247.24,156.54,64.88,42.44,102.72,98.57,127.29,103.28,14298.69,1392.6
2018-01-14,247.23,156.52,64.88,42.43,102.71,98.57,127.29,103.29,13554.7,1351.7
2018-01-15,247.25,156.53,64.87,42.43,102.71,98.56,127.29,103.29,13618.3,1275.73
2018-01-16,246.42,156.11,64.81,42.27,103.12,98.61,127.49,102.41,10959.97,1003.45
2018-01-17,248.78,157.75,65.15,42.83,102.99,98.39,126.46,102.57,11047.56,1003.51
2018-01-18,248.38,157.77,65.06,42.88,102.04,98.06,126.18,102.4,11020.99,997.07
2018-01-19,249.54,158.29,65.43,43.24,101.51,97.81,126.74,102.08,11539.14,1036.01
2018-01-20,249.56,158.31,65.44,43.24,101.51,97.81,126.74,102.09,12868.36,1156.52
2018-01-21,249.56,158.3,65.44,43.24,101.5,97.81,126.74,102.09,11590.38,1052.3
2018-01-22,251.58,160.0,65.78,43.49,101.59,97.77,126.97,102.58,10812.86,995.8
2018-01-23,252.12,161.32,65.98,43.69,102.03,98.07,127.61,104.12,10851.04,982.76
2018-01-24,252.02,160.28,66.1,44.06,101.48,97.87,129.17,106.14,11404.64,1063.93
2018-01-25,252.12,160.22,65.85,44.03,102.32,98.09,128.31,104.84,11230.6,1059.87
2018-01-26,255.04,162.69,66.43,44.64,101.93,97.79,128.41,106.29,11139.75,1054.57
2018-01-27,255.02,162.71,66.43,44.64,101.93,97.79,128.41,106.31,11544.66,1122.64
2018-01-28,255.03,162.71,66.43,44.64,101.92,97.79,128.4,106.31,11933.47,1255.62
2018-01-29,253.34,161.94,65.82,43.96,101.21,97.54,127.69,105.27,11299.16,1179.8
2018-01-30,250.74,160.6,65.27,43.36,100.6,97.31,127.14,103.57,10281.46,1087.81
2018-01-31,250.88,161.28,65.18,43.74,101.21,97.34,128.0,104.21,10330.38,1126.87
2018-02-01,250.63,159.89,65.37,43.15,99.71,96.82,128.42,106.31,9264.95,1043.94
2018-02-02,245.18,156.68,64.05,42.05,98.81,96.46,126.73,104.7,8910.15,924.04
2018-02-03,245.16,156.7,64.05,42.04,98.82,96.46,126.73,104.7,9238.29,972.83
2018-02-04,245.16,156.71,64.05,42.04,98.81,96.46,126.73,104.69,8217.75,824.91
2018-02-05,234.9,150.54,61.36,40.57,99.73,97.27,127.06,102.54,6968.78,699.09
2018-02-06,239.52,154.52,62.57,41.89,99.09,96.82,125.72,101.98,7685.19,780.33
2018-02-07,238.24,152.54,61.91,40.58,98.18,96.54,125.13,99.34,7633.18,755.03
2018-02-08,229.31,146.13,60.29,39.17,98.08,96.62,125.31,97.09,7819.01,782.87
2018-02-09,232.74,148.63,60.55,39.79,97.45,96.46,125.1,95.24,8724.48,878.29
2018-02-10,232.72,148.61,60.55,39.8,97.46,96.46,125.1,95.24,8572.29,852.49
2018-02-11,232.72,148.62,60.54,39.8,97.46,96.46,125.09,95.25,8102.74,809.89
2018-02-12,236.13,151.3,61.47,40.42,97.91,96.43,125.69,95.49,8944.46,867.25
2018-02-13,236.71,152.09,61.28,40.74,98.34,96.59,126.4,95.34,8576.5,842.2
2018-02-14,239.92,154.91,62.37,41.76,97.24,95.99,128.57,97.83,9492.53,919.98
2018-02-15,243.0,157.69,62.76,42.62,97.57,96.04,128.72,99.04,10043.93,925.4
2018-02-16,243.08,157.15,63.04,42.48,98.12,96.25,128.31,99.45,10204.73,939.98
2018-02-17,243.05,157.15,63.04,42.48,98.11,96.25,128.31,99.46,11086.34,971.03
2018-02-18,243.06,157.13,63.04,42.48,98.12,96.25,128.32,99.44,10432.01,911.83
2018-02-19,243.06,157.14,63.04,42.48,98.12,96.25,128.33,99.44,11208.49,939.0
2018-02-20,241.52,157.38,62.45,41.89,97.66,96.15,126.6,99.53,11259.74,883.92
2018-02-21,240.36,156.94,62.14,41.86,96.48,95.86,126.01,98.73,10492.52,836.66
2018-02-22,240.63,156.92,62.47,41.88,96.74,96.0,126.65,101.15,9864.46,802.02
2018-02-23,244.46,160.11,62.96,42.63,97.62,96.37,126.5,102.59,10186.11,852.28
2018-02-24,244.47,160.12,62.96,42.63,97.62,96.37,126.49,102.59,9749.2,834.63
2018-02-25,244.45,160.11,62.96,42.63,97.63,96.37,126.5,102.57,9643.41,841.82
2018-02-26,247.31,162.24,63.55,43.02,97.66,96.49,126.81,103.29,10384.16,868.73
2018-02-27,244.22,160.23,62.61,41.77,97.52,96.18,125.49,101.61,10629.79,870.83
2018-02-28,241.77,159.19,62.01,41.17,98.16,96.41,125.36,99.37,10385.47,854.18
2018-03-01,238.24,156.63,60.97,41.09,98.82,96.83,125.09,99.19,10981.24,871.29
2018-03-02,239.48,158.03,61.26,41.26,98.04,96.47,125.76,99.37,11101.28,856.77
2018-03-03,239.49,158.02,61.25,41.26,98.04,96.48,125.77,99.36,11528.41,856.33
2018-03-04,239.49,158.04,61.26,41.26,98.04,96.48,125.76,99.36,11580.19,866.87
2018-03-05,242.23,159.82,61.58,41.32,97.77,96.35,125.55,101.12,11517.87,850.06
2018-03-06,242.87,160.51,61.95,41.7,97.86,96.34,126.91,100.96,10777.83,812.96
2018-03-07,242.77,160.9,61.92,41.75,97.76,96.34,126.09,99.19,9969.59,749.93
2018-03-08,243.97,161.79,62.06,41.76,98.31,96.54,125.8,97.59,9327.52,695.49
2018-03-09,248.2,164.91,62.45,42.64,97.67,96.33,125.92,100.18,9286.22,723.58
2018-03-10,248.21,164.91,62.45,42.64,97.67,96.33,125.92,100.19,8828.34,680.72
2018-03-11,248.22,164.9,62.45,42.64,97.67,96.33,125.92,100.18,9600.04,721.0
2018-03-12,247.89,165.76,62.53,42.75,98.23,96.56,125.92,99.38,9194.9,697.04
2018-03-13,246.29,163.51,62.12,42.36,98.72,96.71,126.16,98.36,9211.03,690.12
2018-03-14,245.03,163.49,62.27,42.43,99.58,96.91,126.08,98.68,8223.36,610.47
2018-03-15,244.74,163.33,62.23,42.27,99.58,96.87,125.27,99.18,8293.93,609.07
2018-03-16,245.02,162.85,62.19,42.18,99.22,96.75,124.98,100.85,8311.7,599.25
2018-03-17,245.02,162.87,62.19,42.18,99.22,96.75,124.98,100.85,7870.59,547.07
2018-03-18,245.03,162.87,62.19,42.18,99.23,96.75,124.98,100.85,8239.32,536.88
2018-03-19,241.73,159.37,61.68,41.72,98.93,96.65,125.25,100.84,8649.13,556.8
2018-03-20,242.15,159.89,61.67,42.19,98.54,96.47,124.68,102.93,8962.28,557.02
2018-03-21,241.69,159.17,61.77,42.44,98.66,96.54,126.86,105.91,8940.57,559.28
2018-03-22,235.66,155.28,60.62,41.02,99.61,96.94,126.35,104.05,8776.24,540.03
2018-03-23,230.65,151.19,59.95,40.19,99.53,97.08,127.99,106.7,8953.04,543.25
2018-03-24,230.67,151.2,59.95,40.19,99.53,97.08,128.0,106.7,8599.07,520.29
2018-03-25,230.67,151.2,59.95,40.19,99.53,97.08,128.0,106.71,8523.14,524.03
2018-03-26,236.96,156.82,61.03,41.5,99.14,96.81,128.68,106.15,8183.34,485.17
2018-03-27,232.93,151.77,60.58,40.74,100.21,97.38,127.88,105.11,7842.39,448.59
2018-03-28,232.25,149.99,60.93,40.54,100.48,97.36,126.11,104.8,7998.63,446.7
2018-03-29,235.23,152.77,61.48,41.38,100.98,97.57,126.17,105.21,7134.07,383.96
2018-03-30,235.24,152.78,61.48,41.38,100.98,97.57,126.17,105.21,6880.59,392.37
2018-03-31,235.23,152.78,61.48,41.38,100.99,97.57,126.18,105.18,6966.25,393.84
2018-04-01,235.21,152.78,61.48,41.38,100.98,97.57,126.18,105.19,6853.1,378.52
2018-04-02,230.11,148.37,60.62,40.63,101.19,97.68,127.67,102.37,7097.61,384.92
2018-04-03,233.02,150.02,61.02,41.04,100.38,97.35,126.71,102.93,7449.6,414.88
2018-04-04,235.54,152.44,61.23,41.05,100.17,97.3,126.86,103.01,6837.0,377.94
2018-04-05,237.44,153.29,61.63,41.16,99.42,97.04,126.2,103.11,6814.53,381.06
2018-04-06,232.14,149.44,61.23,40.35,100.51,97.48,126.8,100.55,6644.94,368.8
2018-04-07,232.12,149.43,61.23,40.35,100.52,97.48,126.8,100.55,6941.06,384.41
2018-04-08,232.1,149.43,61.23,40.35,100.52,97.48,126.8,100.53,7064.79,400.24
2018-04-09,233.21,150.48,61.73,40.39,100.69,97.5,127.23,102.62,6828.2,399.31
2018-04-10,236.93,153.78,62.39,41.18,100.5,97.33,127.54,106.48,6889.84,415.86
2018-04-11,235.68,152.92,62.15,41.19,100.87,97.43,128.54,108.08,7000.76,429.3
2018-04-12,237.63,154.75,62.39,41.18,100.11,97.06,127.04,108.64,7975.99,495.41
2018-04-13,236.95,153.91,62.44,40.77,100.35,97.15,127.87,108.89,7930.39,495.14
2018-04-14,236.95,153.91,62.44,40.77,100.35,97.15,127.88,108.88,8052.11,502.57
2018-04-15,236.96,153.91,62.44,40.77,100.35,97.16,127.88,108.86,8407.8,533.46
2018-04-16,238.9,155.12,62.54,40.81,100.38,97.11,128.06,107.49,8117.56,510.99
2018-04-17,241.47,158.44,62.83,40.9,100.68,97.17,128.18,107.73,7935.68,501.9
2018-04-18,241.63,158.75,63.16,41.25,99.86,96.77,128.28,111.51,8225.71,525.31
2018-04-19,240.31,157.3,62.93,41.01,99.04,96.51,128.02,110.63,8330.3,567.15
2018-04-20,238.27,154.81,62.69,40.5,98.34,96.18,127.05,110.47,8911.87,615.9
2018-04-21,238.26,154.8,62.69,40.5,98.33,96.19,127.06,110.49,8968.95,603.55
2018-04-22,238.27,154.81,62.7,40.5,98.33,96.18,127.06,110.48,8841.37,619.7
2018-04-23,238.23,154.41,62.62,40.17,98.36,96.09,126.05,111.84,8991.1,643.81
2018-04-24,235.02,151.15,62.37,39.99,97.93,95.97,126.66,109.92,9681.51,700.35
2018-04-25,235.6,151.34,62.27,39.68,97.26,95.76,125.85,110.25,8925.81,616.92
2018-04-26,237.99,154.51,62.57,40.25,97.96,96.04,125.41,110.66,9321.67,660.48
2018-04-27,238.19,154.61,62.63,40.49,98.69,96.2,125.94,110.36,8970.21,642.42
2018-04-28,238.17,154.6,62.63,40.5,98.69,96.2,125.95,110.36,9404.46,681.98
2018-04-29,238.14,154.59,62.64,40.5,98.69,96.2,125.96,110.34,9474.06,690.04
2018-04-30,236.31,153.49,62.43,40.21,98.87,96.31,125.04,110.9,9300.11,669.87
2018-05-01,236.73,155.25,62.21,40.01,98.52,96.16,124.16,109.37,9124.01,671.18
2018-05-02,235.15,154.32,62.18,39.7,98.41,96.18,124.1,109.87,9298.98,687.72
2018-05-03,234.61,154.33,62.38,39.61,98.84,96.43,124.74,111.08,9801.68,778.02
2018-05-04,237.68,157.29,62.6,39.79,98.99,96.44,125.0,113.23,9766.05,785.02
2018-05-05,237.69,157.29,62.6,39.79,98.99,96.44,125.0,113.25,9915.75,818.62
2018-05-06,237.69,157.29,62.6,39.79,98.99,96.44,125.0,113.26,9710.56,793.06
2018-05-07,238.51,158.56,62.61,39.56,98.83,96.39,125.03,113.34,9415.23,751.25
2018-05-08,238.51,158.38,62.62,39.78,98.74,96.23,125.04,113.01,9238.56,747.87
2018-05-09,240.8,160.14,62.77,39.86,98.17,96.0,124.78,115.52,9360.34,750.67
2018-05-10,243.06,161.82,63.18,40.69,98.93,96.2,125.63,115.82,9051.26,721.29
2018-05-11,243.79,161.65,63.35,40.62,99.16,96.22,125.44,114.54,8446.78,675.43
2018-05-12,243.78,161.65,63.35,40.62,99.16,96.22,125.45,114.55,8512.17,682.82
2018-05-13,243.78,161.64,63.36,40.63,99.15,96.21,125.45,114.55,8728.78,727.68
2018-05-14,243.91,161.92,63.47,40.67,98.65,96.0,124.93,115.6,8709.78,726.34
2018-05-15,242.19,160.09,63.01,39.83,97.54,95.48,122.93,115.77,8506.09,703.92
2018-05-16,243.25,161.15,63.1,40.43,97.16,95.28,122.74,116.24,8370.88,705.17
2018-05-17,243.04,160.51,63.19,39.81,96.67,95.22,122.81,116.47,8079.85,666.17
2018-05-18,242.39,159.67,62.97,39.48,97.51,95.59,122.86,116.0,8278.93,691.02
2018-05-19,242.4,159.68,62.97,39.48,97.51,95.59,122.85,115.99,8273.78,695.41
2018-05-20,242.4,159.68,62.97,39.48,97.51,95.59,122.85,115.97,8568.48,714.6
2018-05-21,244.21,160.58,63.37,39.72,97.56,95.64,122.93,117.9,8421.14,695.0
2018-05-22,243.55,160.38,63.29,39.86,97.4,95.6,122.86,117.01,8012.81,639.45
2018-05-23,244.21,161.75,62.59,39.84,98.13,96.05,122.99,116.6,7533.83,575.83
2018-05-24,243.71,161.7,62.4,39.63,98.89,96.3,124.03,114.83,7607.61,600.89
2018-05-25,243.13,161.87,61.99,39.79,99.49,96.67,123.65,109.94,7490.26,584.26
2018-05-26,243.12,161.88,61.98,39.8,99.49,96.67,123.65,109.94,7366.12,584.76
2018-05-27,243.12,161.87,61.99,39.8,99.5,96.67,123.65,109.92,7372.73,569.23
2018-05-28,243.12,161.87,61.98,39.8,99.5,96.67,123.64,109.93,7130.41,510.57
2018-05-29,240.31,161.13,60.72,38.87,101.73,97.75,123.61,108.58,7493.82,566.23
2018-05-30,243.53,162.26,61.65,39.18,101.03,97.32,123.79,111.17,7407.72,555.69
2018-05-31,242.05,162.18,61.26,39.16,100.87,97.27,123.52,108.94,7519.21,576.22
2018-06-01,244.41,164.73,61.78,39.71,100.31,96.9,122.91,106.51,7555.55,577.38
2018-06-02,244.4,164.73,61.78,39.71,100.31,96.9,122.91,106.52,7672.75,589.05
2018-06-03,244.41,164.73,61.78,39.71,100.31,96.89,122.91,106.53,7748.57,617.57
2018-06-04,245.58,166.23,61.97,40.11,99.59,96.56,122.79,105.47,7522.8,588.95
2018-06-05,245.78,166.72,61.87,39.8,99.83,96.8,123.28,106.27,7661.13,606.9
2018-06-06,247.82,167.71,62.43,40.4,99.01,96.42,123.35,105.81,7693.93,605.27
2018-06-07,247.79,166.37,62.08,39.79,99.96,96.82,123.29,107.35,7727.48,602.72
2018-06-08,248.52,166.38,62.15,39.71,99.67,96.68,123.43,106.7,7642.07,596.03
2018-06-09,248.54,166.39,62.15,39.71,99.67,96.68,123.43,106.7,7530.92,590.4
2018-06-10,248.57,166.39,62.15,39.71,99.67,96.68,123.44,106.7,6798.25,521.9
2018-06-11,248.91,166.83,62.54,39.71,99.49,96.59,123.67,107.41,6906.68,529.45
2018-06-12,249.23,167.72,62.14,39.61,99.51,96.54,123.26,107.71,6563.44,490.76
2018-06-13,248.46,167.71,62.23,39.34,99.47,96.43,123.63,108.28,6323.91,473.31
2018-06-14,249.06,169.43,62.09,39.08,100.29,96.72,123.81,108.68,6670.23,516.89
2018-06-15,248.75,168.83,61.78,38.77,100.37,96.8,121.77,104.88,6422.39,485.16
2018-06-16,248.75,168.86,61.78,38.77,100.38,96.8,121.77,104.89,6519.44,494.21
2018-06-17,248.75,168.85,61.77,38.77,100.39,96.8,121.77,104.9,6483.68,494.52
2018-06-18,248.26,168.76,61.33,38.29,100.3,96.85,121.55,106.83,6748.36,515.44
2018-06-19,247.26,168.28,60.76,37.87,100.91,97.11,121.24,105.62,6776.21,535.32
2018-06-20,247.66,169.48,60.8,38.03,99.99,96.78,120.71,106.75,6796.91,533.94
2018-06-21,246.11,168.01,60.37,37.5,100.53,97.05,120.5,107.0,6755.77,523.66
2018-06-22,246.56,167.63,61.01,37.89,100.52,97.07,120.79,112.69,6076.55,459.84
2018-06-23,246.55,167.62,61.0,37.89,100.52,97.07,120.79,112.68,6180.62,471.04
2018-06-24,246.58,167.6,61.0,37.89,100.52,97.07,120.8,112.67,6168.58,452.27
2018-06-25,243.24,163.82,60.16,37.38,100.75,97.21,120.35,110.65,6284.19,456.58
2018-06-26,243.76,164.47,60.26,37.24,100.9,97.26,119.72,114.69,6103.32,427.28
2018-06-27,241.74,162.26,59.7,36.52,101.88,97.64,119.03,117.75,6165.74,439.48
2018-06-28,243.12,163.66,59.93,36.83,101.89,97.55,118.67,119.42,5884.59,418.27
2018-06-29,243.48,164.11,60.26,37.39,101.54,97.47,119.1,121.03,6231.03,432.49
2018-06-30,243.48,164.09,60.26,37.39,101.54,97.47,119.11,121.04,6424.44,451.73
2018-07-01,243.48,164.1,60.26,37.39,101.54,97.47,119.11,121.03,6389.0,449.81
2018-07-02,244.01,165.18,59.71,37.01,101.46,97.4,117.91,120.24,6651.93,473.76
2018-07-03,243.15,163.27,59.89,37.04,101.99,97.66,119.11,119.94,6550.18,459.42
2018-07-04,243.13,163.27,59.89,37.04,102.0,97.65,119.11,119.95,6622.18,465.01
2018-07-05,245.1,165.29,60.49,36.95,102.3,97.67,119.51,118.83,6564.46,465.36
2018-07-06,247.2,167.87,60.82,37.45,102.63,97.76,119.33,120.29,6645.96,468.04
2018-07-07,247.21,167.88,60.82,37.45,102.62,97.76,119.32,120.28,6795.12,483.09
2018-07-08,247.22,167.88,60.82,37.45,102.61,97.76,119.31,120.31,6751.09,484.27
2018-07-09,249.46,169.4,61.4,38.13,101.96,97.5,119.6,120.88,6700.56,469.3
2018-07-10,250.36,169.53,61.38,38.04,101.95,97.42,119.38,121.21,6331.23,430.34
2018-07-11,248.53,168.63,60.35,37.3,102.33,97.63,118.08,115.1,6413.34,443.02
2018-07-12,250.76,171.54,60.82,37.8,102.33,97.59,118.56,115.75,6283.3,429.29
2018-07-13,250.95,171.67,61.01,37.83,102.58,97.76,118.05,116.4,6248.45,430.68
2018-07-14,250.95,171.66,61.01,37.83,102.57,97.76,118.05,116.39,6285.27,431.43
2018-07-15,250.94,171.67,61.01,37.83,102.58,97.76,118.05,116.37,6387.52,448.13
2018-07-16,250.72,171.27,60.98,37.62,102.16,97.6,118.0,112.11,6759.15,476.59
2018-07-17,251.77,172.31,61.09,37.9,101.97,97.54,116.73,112.2,7355.82,496.59
2018-07-18,252.32,171.99,61.1,37.85,101.57,97.46,116.77,113.39,7419.59,477.34
2018-07-19,251.36,171.14,60.97,37.39,102.2,97.74,116.26,113.62,7505.26,466.62
2018-07-20,251.06,171.11,61.26,37.92,100.92,97.39,117.01,113.8,7375.09,446.9
2018-07-21,251.06,171.12,61.26,37.92,100.92,97.39,117.01,113.79,7437.64,458.04
2018-07-22,251.07,171.13,61.26,37.92,100.93,97.39,117.01,113.8,7432.86,455.27
2018-07-23,251.52,171.68,61.26,37.67,99.66,96.89,116.46,113.31,7760.46,447.97
2018-07-24,252.8,172.38,61.62,38.22,99.99,96.96,116.49,114.42,8440.19,477.1
2018-07-25,254.9,174.78,62.08,38.84,99.85,96.89,117.14,115.95,8217.68,469.76
2018-07-26,254.31,172.13,61.8,38.41,99.65,96.79,116.23,116.37,7959.41,460.23
2018-07-27,252.61,169.82,61.92,38.55,99.82,96.94,116.29,115.16,8230.29,467.56
2018-07-28,252.62,169.84,61.92,38.55,99.83,96.95,116.29,115.14,8266.55,466.84
2018-07-29,252.61,169.83,61.92,38.55,99.83,96.95,116.29,115.12,8253.23,464.01
2018-07-30,251.26,167.4,61.92,38.49,99.47,96.81,116.11,116.9,8215.93,453.83
2018-07-31,252.48,168.69,62.0,38.7,100.02,96.96,116.45,114.79,7771.51,429.96
2018-08-01,252.03,169.35,61.69,38.36,99.21,96.72,115.59,113.28,7643.94,418.11
2018-08-02,253.42,171.61,61.29,37.85,99.36,96.84,114.96,115.45,7563.61,408.56
2018-08-03,254.53,172.15,61.33,38.14,99.86,97.09,115.36,114.73,7456.7,415.48
2018-08-04,254.52,172.13,61.33,38.14,99.86,97.09,115.36,114.73,7045.03,405.3
2018-08-05,254.53,172.12,61.32,38.14,99.86,97.09,115.36,114.72,7061.24,406.99
2018-08-06,255.44,173.14,61.07,37.85,99.92,97.14,114.76,115.05,6971.48,403.59
2018-08-07,256.27,173.8,61.55,38.24,99.4,96.93,115.03,115.43,6753.92,376.64
2018-08-08,256.16,173.98,61.5,38.19,99.5,97.02,115.35,111.75,6315.98,353.99
2018-08-09,255.83,173.87,61.32,38.08,100.34,97.3,115.18,111.58,6560.87,361.88
2018-08-10,254.11,172.56,60.09,37.27,101.09,97.73,115.12,113.19,6174.48,330.51
2018-08-11,254.12,172.58,60.09,37.27,101.09,97.73,115.13,113.18,6264.1,316.39
2018-08-12,254.13,172.57,60.09,37.27,101.1,97.73,115.13,113.17,6340.4,316.73
2018-08-13,253.15,172.37,59.88,36.65,100.9,97.7,113.39,112.61,6278.42,282.71
2018-08-14,254.78,173.47,59.87,36.88,100.66,97.6,113.5,112.48,6219.76,277.22
2018-08-15,252.9,171.34,59.01,35.82,101.25,97.85,111.61,108.62,6300.17,279.98
2018-08-16,254.93,171.91,59.43,36.04,101.24,97.82,111.51,109.58,6345.57,285.96
2018-08-17,255.84,171.94,59.77,36.42,101.36,97.86,112.54,110.05,6620.55,316.2
2018-08-18,255.86,171.93,59.77,36.42,101.36,97.86,112.54,110.04,6422.72,293.02
2018-08-19,255.85,171.92,59.77,36.42,101.36,97.86,112.54,110.04,6512.07,298.22
2018-08-20,256.41,171.76,60.1,36.58,102.03,98.17,113.11,110.62,6288.95,269.43
2018-08-21,257.0,172.39,60.47,37.05,101.69,98.04,113.44,111.19,6517.04,280.17
2018-08-22,256.86,173.06,60.7,37.34,102.09,98.22,113.7,114.73,6398.5,269.84
2018-08-23,256.53,172.82,60.27,36.73,102.26,98.21,112.63,114.72,6565.36,275.01
2018-08-24,258.09,174.4,60.62,37.42,102.46,98.24,114.6,116.01,6723.14,280.33
2018-08-25,258.11,174.4,60.62,37.42,102.46,98.24,114.6,116.01,6774.33,276.7
2018-08-26,258.11,174.4,60.62,37.42,102.46,98.24,114.59,116.0,6739.44,273.47
2018-08-27,260.13,176.19,61.43,37.95,101.88,98.02,115.03,116.57,6950.93,286.96
2018-08-28,260.25,176.42,61.37,37.81,101.26,97.79,114.12,116.01,7117.17,294.73
2018-08-29,261.64,178.46,61.71,38.04,101.4,97.76,114.65,117.87,7073.89,287.79
2018-08-30,260.57,178.15,61.12,37.05,101.61,97.95,114.09,118.59,7026.26,283.23
2018-08-31,260.59,178.37,60.64,37.23,101.37,97.98,113.97,118.28,7055.14,280.84
2018-09-01,260.58,178.38,60.64,37.23,101.37,97.97,113.98,118.28,7245.04,295.12
2018-09-02,260.6,178.38,60.64,37.23,101.37,97.98,113.97,118.27,7348.59,294.77
2018-09-03,260.56,178.38,60.65,37.23,101.37,97.98,113.97,118.29,7312.4,288.48
2018-09-04,260.11,177.61,60.13,36.51,100.78,97.75,113.4,117.23,7408.68,284.71
2018-09-05,259.37,175.3,59.58,35.98,100.5,97.73,113.79,116.49,6744.73,228.18
2018-09-06,258.57,173.76,59.4,36.02,100.88,97.94,114.01,114.95,6558.69,229.37
2018-09-07,258.1,173.07,58.92,35.83,100.0,97.48,113.7,114.79,6436.28,214.87
2018-09-08,258.09,173.07,58.92,35.83,100.0,97.48,113.7,114.81,6224.08,196.34
2018-09-09,258.09,173.07,58.92,35.83,100.01,97.49,113.7,114.8,6289.66,195.44
2018-09-10,258.52,173.68,59.28,35.47,100.38,97.54,113.62,114.26,6349.85,196.72
2018-09-11,259.37,175.01,59.33,35.56,99.62,97.18,113.69,117.4,6332.43,184.74
2018-09-12,259.42,174.5,59.58,35.74,99.85,97.3,114.64,118.84,6376.9,182.67
2018-09-13,260.96,176.37,60.03,36.22,99.99,97.29,114.23,116.5,6525.56,210.15
2018-09-14,261.01,175.87,60.12,36.19,99.51,97.1,113.48,116.6,6514.56,208.33
2018-09-15,261.02,175.86,60.12,36.19,99.51,97.11,113.48,116.6,6554.71,220.74
2018-09-16,261.03,175.86,60.12,36.19,99.51,97.1,113.47,116.59,6543.07,219.5
2018-09-17,259.65,173.32,60.17,35.86,99.51,97.12,114.07,116.37,6287.46,195.48
2018-09-18,261.09,174.77,60.8,36.2,98.48,96.72,113.9,118.15,6375.03,207.44
2018-09-19,261.36,174.64,61.02,36.7,97.91,96.56,114.35,120.17,6431.03,209.03
2018-09-20,263.49,176.56,61.77,37.11,98.35,96.57,114.73,119.06,6533.19,223.13
2018-09-21,263.24,175.6,61.8,37.29,98.3,96.61,113.95,120.36,6803.71,246.87
2018-09-22,263.23,175.59,61.81,37.29,98.3,96.61,113.94,120.37,6768.06,240.22
2018-09-23,263.21,175.61,61.8,37.28,98.3,96.61,113.94,120.37,6752.09,243.69
2018-09-24,262.32,176.09,61.53,36.86,98.07,96.51,113.93,122.71,6623.72,227.32
2018-09-25,262.1,176.31,61.83,37.01,97.97,96.42,114.11,122.87,6488.35,218.89
2018-09-26,261.28,176.45,61.86,37.08,98.65,96.72,113.51,121.58,6508.18,213.65
2018-09-27,262.05,177.96,61.74,37.26,98.7,96.72,112.51,122.79,6733.24,228.36
2018-09-28,262.07,177.93,61.23,37.01,98.45,96.77,113.23,124.88,6678.71,221.13
2018-09-29,262.08,177.93,61.23,37.02,98.44,96.77,113.23,124.88,6639.04,230.78
2018-09-30,262.09,177.92,61.23,37.02,98.43,96.77,113.23,124.89,6668.09,232.11
2018-10-01,262.97,178.28,61.31,37.02,97.72,96.53,113.04,128.36,6653.07,230.8
2018-10-02,262.82,177.87,60.99,36.56,98.3,96.77,114.35,127.73,6566.33,224.89
2018-10-03,262.96,178.06,60.88,36.25,96.61,96.06,113.9,129.44,6550.16,220.09
2018-10-04,260.9,174.64,60.17,35.35,95.93,95.8,113.96,126.72,6632.77,222.07
2018-10-05,259.42,172.52,59.81,35.22,95.11,95.58,114.27,126.31,6674.79,227.75
2018-10-06,259.42,172.52,59.81,35.22,95.11,95.58,114.27,126.32,6634.97,224.78
2018-10-07,259.42,172.5,59.81,35.22,95.11,95.58,114.26,126.34,6655.11,225.5
2018-10-08,259.41,171.45,59.51,35.27,94.81,95.62,113.0,126.24,6714.25,229.32
